urdu_text,is_sarcastic,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
کھوت بھونکن شروع,0.0,,,,,,
اس صحت س ہم کھ دھوک مناسب س اس گل پ تھ لڑی کیڑ مناسب س خبردار کس ن درویش کو ٹیگ کی,0.0,,,,,,
مجھ تم نظر س گ ر ن سکو مجھ تم کبھ بھ ھل ن سکوگ Legends never die,0.0,,,,,,
جج اغواء جات صحاف اغواء جاتےتھ سیاستدان اغواء جاتےتھےاب تواتن ترق ھوگئ ھ IG اغواء ہون شروع گل ود ائ مختاری StateAboveStateRejected,1.0,,,,,,
آرم چیف الزامات لگان بعد بلاؤل ن آرم چیف س تحقیقات کروان درخواست ا پی ج انقلاب,1.0,,,,,,
مریم کو نان لفظ س نفرت لیکن شاباش کپٹن صفدر کو جس ن اس نان بن کر,1.0,,,,,,
تم جلن برقرار رکھن ہم جلو برقرار رکھ,0.0,,,,,,
صبح دوپہر شام جو میسج آت و کامران خان صاحب ٹویٹ,0.0,,,,,,
آرم چیف ک بلاول س فون رابط اب بلو ران ہواؤں م  ڑت رہیگ جب رپورٹ ن,1.0,,,,,,
پور واقع م ابھ شیخ رشید انٹر نہ بلاول بھٹو زردار دھماک خیز پریس کانفرنس ک جواب ابھ کس حکومت ترجمان ن نہ دی مکمل خاموش,1.0,,,,,,
جس کو گھٹی شخص سمجھدار سمجھ جاؤ عقل اس چھو کر بھ نہ گزر,1.0,,,,,,
م کی و صرف م جانت دنی بس انداز لگ سکت ادب_کا_سفر,0.0,,,,,,
الل ن آپ بہت پیار,0.0,,,,,,
اب کون وف کرت رسم گزر زمان,0.0,,,,,,
سب اس خف ھ صفدر شریف کو گرفتار کی مگر افسوس کس کو نئ مزار قائد ب حرمت ھو اب ۱4 اگست کو قائد بجائ صفدر گان گان,1.0,,,,,,
دیوار لکھ تھ پڑھن وال گدھ پٹوار ن اس پڑھ اس مٹ کر لکھ دی لکھن وال گدھ,1.0,,,,,,
ٹیکس کلیکشن س یاد آی جناب ن وعد فرمای تھ و تاریخ م سب س زیاد ٹیکس اکٹھ کر دکھائ ان پ بھروس کی کس ن کتن ٹیکس اکٹھ کی جناب جن صاحب ارب پت وزیر خود بھ ٹیکس چور وہاں قوم کیس ٹیکس بات جذبات نہ تبدیل,1.0,,,,,,
چغد بہت س ایس بات ک بھ گوا جو کبھ ہوئ نہ,0.0,,,,,,
شرم ن لیگ م کھل تضاد دون مکمل چیز آگ بھ سیاست ب ب کچھ خد ک خوف کر مرن بھ,1.0,,,,,,
و بند جو دن پہل آرم چیف کو گھر بھیجن ک دعو کر رہ تھ الل تعال ن ذلالت اسک مقدر م لکھ جو کہت و چند دن بعد اسک سامن آ جات,1.0,,,,,,
ایس پانچ سال پور جائ مریم اورنگزیب ٹ و پ آک مذید 3 سال بتائ ن اہل کو ہمار اوپر مسلط کر دی,1.0,,,,,,
تنظیم ساز ک بیڑ غرق ھو گیراج ی ھوٹل صفدر بیچار ہمیش رنگ ہاتھ پکڑ جاتاھ,0.0,,,,,,
چند دن بہت نازک رینجرز آجائیگ سب ہوجائ گ,0.0,,,,,,
تم مریم جیس کو کچھ فرق نہ پڑت اگر فرق پڑت رات وال بات کتاب م ن لکھت و بھ جھوٹ لیکں تیر ڈھیٹ پن ک انداز لگ گی ن مز کر,1.0,,,,,,
پیپلزپارٹ وال کو تکلیف,1.0,,,,,,
ہم چار دن مصروف کی صحافی ن اپن آپ کو پڑھ لکھ سمجھن شروع کر دی,1.0,,,,,,
بلاول بھٹو پریس کانفرنس سرخ سلام جئ بھٹوز,0.0,,,,,,
اگر سجد ن ہوت ہم  ن تمام دکھ م گ ھر کر مر جات جنہ ہم الل سو کس س نہ کہ سکت,0.0,,,,,,
جب مسٹر رائٹ جب رست بدلت وہ س لیفٹ شروع ہوت,0.0,,,,,,
جس حساب س انڈ مہنگ مجھ لگ رہ اس بار گرم انڈ وال سکیورٹ گارڈ گ,1.0,,,,,,
شریف خاندان ن قوم کو بھ بت دی مادر مل زند باد کہن الیکشن چور ووٹ چور چھیڑ,1.0,,,,,,
بریکنگ نیوز کیپٹن صفدر گرفتار ک واقع ج سندھ ن دل برداشت کر 2 ما رخصت ابھ غیرت مند ماؤں لال زند ھ,1.0,,,,,,
کرم مانگت عطاء مانگت ال م تجھ س دع مانگت,0.0,,,,,,
مقابل اتن بڑھ گی کس کو اپن د کھ س ناؤ آگ س و اپن ڈبل د کھ س ن دیت ہے__,0.0,,,,,,
ظاہر آنکھ س دکھائ پہاڑ باطن آنکھ س رائ دنی زھر,0.0,,,,,,
کاک جب تم ن عدت پور نہ ہون عوام کیس مدت پور ہون,1.0,,,,,,
جلس م لاکھ بند پٹوار پ جناز ت 10 لاکھ بند و آ جاو م رد دوبار زند نئ جاند,1.0,,,,,,
میر دل دھڑکن نواز شریف چار صوب آواز مریم نواز مریم نواز,1.0,,,,,,
وا ج وا,0.0,,,,,,
دل وال گل کیہن,0.0,,,,,,
اب کی بتاٶں پت نہ کون کون س مشور رہت ان آپس م مگر تمہار بھاٸ درویش مست اپن زندگ م,0.0,,,,,,
پہل نواز شریف کو اقتدار جنرل ضیاء الحق ن دی فوج ک سیاست تعلق نہ ا س اچھ سور,1.0,,,,,,
آرم چیف ن کیپٹن صفدر گرفتار معامل نوٹس کر کور کمانڈر س رپورٹ طلب کرل اچھ مطلب جو ملوث ھ و رپورٹ گ وا SindhGovt IGSindh ISPR,1.0,,,,,,
بلاول بھٹو صاحب کور کمانڈر کانفرنس ج,1.0,,,,,,
ماں قرض علاو تمام قرض ادائیگ,0.0,,,,,,
اس ک رون نہ تم ن کی دل برباد اس ک غم بہت م برباد کی,0.0,,,,,,
ہم س رات اس پہر اس ٹرینڈ م ٹویٹس کرو رہ بھ کیڑ,0.0,,,,,,
آلو200روپےدرجن انڈے200کلو آٹا600روپےلیٹر چین 100 روپےمربع فٹ سونا1لاکھ روپےکلومیڑ سائنسدان بلو کھسر کدو 200 روپ گ ٹینڈ 100 روپ ف ٹ مول 300 روپ میـٹر کھسر پاکستان وزیر اعظم بنن لی امیدوار لکھ لعنت,1.0,,,,,,
میاں محمد نواز شریف ک دور ملک قوم تقدیر بدل سکت و دل ک دور,1.0,,,,,,
جلس لہر دیھک کرآپ کو کروناک بہان یاد آگئ,1.0,,,,,,
تم بھ اج جس مقام کھڑ ھو بھ سار کریڈٹ ھمز شریف کو جات ھ ورن اگ خود سمجھدار ھو,0.0,,,,,,
ا خد موقح ہم بھ سفر مک ک سن تیر گھر جنت م فرق نہ,0.0,,,,,,
خواب دکھان نہ تھ ا وعد شکن,0.0,,,,,,
آرم چیف ک بلاول بھٹو زردار کو ٹیلیفون موجود حال تبادل خیال ناظرین پھٹ پڑ عاشق تیر قدم م,1.0,,,,,,
ہوت مجاز خد مجاز ورکر,1.0,,,,,,
سر آپ اپن چینل پالیس خلاف ج حق بات آپک ساتھ بیٹھ اینکر آپکو بھ کاٹ دیت خیال کیجئ سب کچھ کیجئ لیک ن اب انصاف قرآن اسلام ایس بات ن کیجئ آپ متحمل نہ,1.0,,,,,,
مک گرم ت آگی پال ھن ت مینو دسو مجھ نکال میاں صاحب,0.0,,,,,,
مجھ ابھ بھ اپن بہن ک رشت دین لی تیار,0.0,,,,,,
ونڈر فل کمال یار زبردست,0.0,,,,,,
میر دل دھڑکن نواز شریف چار صوب آواز مریم نواز مریم نواز,1.0,,,,,,
ہم ڈوب صنم تم کو بھ ڈوب عمران ٹو سلیکٹرز,1.0,,,,,,
اگل جلس م چین 100 روپ انچ چاول 150 روپ فٹ گوشت 450 روپ لیٹر پالک 230 روپ مرل,1.0,,,,,,
ا او مائ ا جیڑ پیڑ وکھ پیڑ غیب کرد ا,0.0,,,,,,
کتن پیار گواہ  ش د  ن م ح م د الر س ل الل,0.0,,,,,,
تم جلن برقرار رکھن ہم جلو برقرار رکھ,0.0,,,,,,
ب نظیر نواز شریف بہن مریم وضاحت بڑ ب غیرت تھ بھائ جو بہن ننگ تصویر جہاز س پھینکوات تھ nani420,1.0,,,,,,
اچھ نالائق آگ جب دفتر م فائلز بلڈنگز م ریکارڈ جلاۓ جات تب و آگ بیغیرت,1.0,,,,,,
اس حکومت ن اتن مہنگائ کر ہی کیل 25 روپ انچ ہوگی جس وج س مجھ کیل لین م مشکلات پیش آ رہ بلاول زرار عرف بلو ران,1.0,,,,,,
فقط ملاقات مانگ تمس مل کر نظر کو گزر جایگ,0.0,,,,,,
عمران خان ن کچھ د ن پہل کہ تھ اب آپ کو نی عمران خان نظر گ نئ پاکستان بعد نی عمران خان,1.0,,,,,,
ب شرم حکومت کو شرم آن چاہیئ چلغوز 2500 روپ کلو میٹر بلاول بھٹو نااہل_حکومت_چوراپوزیشن,1.0,,,,,,
اپن بار بڑ باجو COAS ک عہد ن ختم کرد,1.0,,,,,,
سون س پہل ریٹویٹ 1 گھنٹ بعد لسٹ بناؤں انشاالل 200 فالوورز ک یقین اضاف بنائ ابھ ن جلد,0.0,,,,,,
اوہو نیٹ سرچ Humnawa mere چند سیکنڈ چلائ بس,0.0,,,,,,
ہاہاہ اپن بات بس آپ ن کی برائ کرن,0.0,,,,,,
جج آخر خواہش بتاو مجرم غیرت مند پ ٹ وال دیکھن چاہت جج بہت چالاک سار زندگ جین چاہت ھو,1.0,,,,,,
عمر بھائ آپ صرف وڈھ میاں صاحب ٹویٹ پ ڈیپلائ لگت مریم ب ب کو آپ ابھ لیڈر نہ سمجھت,1.0,,,,,,
ویلڈن سر طرع بیچ چوراہ کر کام منج ٹھوک آپ ن,1.0,,,,,,
بس اس وج س پرند پلن ک شوق نہ رہ,0.0,,,,,,
کس س مانگ کر لین پڑ جو___ ایس بیکار محبت ک دکھ سمجھت شب_بخیر,0.0,,,,,,
عیب س اس طرح غافل جاؤ جیس سوت وقت تم دنی س غافل حضرت عل n,0.0,,,,,,
شکری بھی ج,0.0,,,,,,
ہم پاکستان قوم آرم خاطر نواز شریف مل ڈیزل اچکز جیس 1000 خارش کت قربان کر سکت لیکن پاکستان آرم کو نہ چھوڑ سکت,1.0,,,,,,
بزدارکی_پرواز_بلاول_بیکار جسکو تبدیل دیکھن دیکھ لے35سال دوسر ماں بہن شلوار اتارن اب دوسر شلوار م ناڑ ڈال,1.0,,,,,,
بزدارکی_پرواز_بلاول_بیکار بلاول وعد انتخاب میدان م لڑ آپس م نہ لڑ ڈنگرپٹواری جاہل جیال کوپھرپھدوبنائ مریم صفدر,1.0,,,,,,
اگر کس کو چاہو اس طرح چاہو و زند مگر صرف تمہار محفلسخن,0.0,,,,,,
مرت ہم کو محترم کمنٹس س عشق مارخورز,0.0,,,,,,
کپتان صاحب کریڈٹ س ورلڈکپ شوکت خانم نکال پیچھ ایمپائر انگل کوکین پڑی گند میسیجز بچت,1.0,,,,,,
کی سین اگر فوج کیپٹن ریٹائرڈ صفدر کو آرم ایکٹ تحت خود سز دین ک تقاض کر مسکین د کورٹ مارشل,1.0,,,,,,
تبدیل نہ کی 1970 س 70پارٹیاں کام لیکن اب صرف 2 ر گئ پ ٹ پ ڈ ایم مطلب پاکستان ڈنگر موؤمنٹ,1.0,,,,,,
بہت بڑ بات,0.0,,,,,,
آگ ج کر گر پڑ,0.0,,,,,,
اوک گڈ نائٹ سلیٹ ٹائیٹ,0.0,,,,,,
اسمبل بغیر ڈیزل چل کیونک  سکو گدھ رہ ھ گدھ کو ڈیزل نہ ڈنڈ مشاہد الل خان,1.0,,,,,,
جس طرح ہندو گائےکو ماں مانتےہ لیکن بیل کوباپ نہ مانت ویسےہ پٹوار مریم کو باج مانتےہ لیکن صفدر کوبہنوئ نہ مانت,1.0,,,,,,
ایڈ امران خان سور لکھ م ان کہاں گ معاف چ چنگ نند ا معاف چ گ,1.0,,,,,,
السلام علیکم ورحمت الل وبرکات آق مدن صل الل علی وسلم س رشت رسم نہ قلب وقت نہ دائم آزمائش,0.0,,,,,,
جزاک الل خیر الل خوش مقدر دع قبول فرمائ آمین,0.0,,,,,,
ہم اتن حسین نہ ہم پ فد جائ مگر جس کو آنکھ اٹھ دیکھ اسےالجھن م ڈال محفلسخن,0.0,,,,,,
جلد م تھ جس جس کو ٹیگ کی تھ سب کو بلاک جعل مشیر ن پت نہ تھ نواز بنگش ن دیکھ لی,1.0,,,,,,
سرکار نوکر سند م سندھ بولن نہ نوٹ دکھان ملت,1.0,,,,,,
بھائ اسکول س بھ بھاگ جات ٹیچر سوال پوچھ گ اب سوال س بچن لئی کہاں بھاگ کرجات,1.0,,,,,,
 س د ل م یاد م یل,0.0,,,,,,
توب استغفار م بس بتان چا رہ م کتن تابع فرمان,0.0,,,,,,
سندھ پولیس خاتون آفیسر ایس پ سہائ عزیز ن بھ چھٹی درخواست جمع کراد سویلین سپریمیس جنگ سویلین ادار کو ایس لڑن تبھ منزل مل,0.0,,,,,,
میر کس جماعت س تعلق نہ لیکن دیکھ کر حیران رہاہ پ پ ن لیگ ترجمان بن,1.0,,,,,,
ڈھیل حکومت ذلیل سر چڑھ پکڑ کر ذر ڈرائنگ روم سیر کروائ سافٹ وئیر اپڈیٹ گ سار وائرس نکل جائ بالکل smooth,1.0,,,,,,
کیس عجیب کنجرلوگ نان وال بات مائنڈ کرگئ حرام کمائ پ پلن وال بات ک ذر س بھ بر نہ منای,1.0,,,,,,
رسول الل ن فرمای جو خاموش رہ اس ن نجات پائ,0.0,,,,,,
پولیس کس ریٹائر فوج کو گرفتار نہ کر سک کبھ لیکن کیپٹن ریٹائرڈ صفدر کو پولیس ایس گرفتار درواز توڑ کر جیس و دشمن ک فوج بیچار ک گنا بس اتن نواز شریف ک دماد,0.0,,,,,,
مصطف جان رحمت پ لاکھ سلام شمع بزم ہدایت پ لاکھ سلام,0.0,,,,,,
جو نوازشریف سیاست ختم ھو ھ و برنال لگائ ی برف ٹکور,1.0,,,,,,
کوئی_مرادعلی_شاہ_سےپوچھ پت تمہ ککھ ک نہ محمد ذبیر مطابق تم نےاس کو رینجرز ک منجن بیچ حامد میر کےمطابق تمہار ج اغو ہوگیاتھ تمہارےمطابق پولیس نےکام قانون مطابق کی ج اغوانہ جب تمہ کس بات ک پت نہ پریس کانفرنس کس کھات م,1.0,,,,,,
کہ جات IG سندھ کو بوٹ وال ن  ٹھای تھ زبردست  ن س ارسٹ وارنٹ پ دستخط لی تھ,1.0,,,,,,
اگر کس کو چاہو اس طرح چاہو و زند مگر صرف تمہار محفلسخن,0.0,,,,,,
میر سب حسرت م اول میر ہاتھ م تیر ہاتھ ہون محفلسخن,0.0,,,,,,
محبت محتاج کہاں حسن جوان م عمر عہد م چاہ گ تمہ محفلسخن,0.0,,,,,,
بہت اچھ ویس ان بنت بھ یہ کیونک ایس ٹ ایل پ اشفاق احمد ڈ ایم م منٹو بن جات ج بند پتر بن رہن ت فیر بلاک شلاک ن ہوون,1.0,,,,,,
او چوہ پہل آٸین م اپن شکل دیکھ تم ن بوووہت عزت ہوٸ عدالت عظم کو مفرور دہشت غدار لیڈر غلام ابن غلام باجو استعف ہن شفاف مقدم ک تقاض پہل اپن گیدڑ کو عدالت ک سامن کراٶ,1.0,,,,,,
جب چائ آت دماغ چلت جب زیاد چائ آت زیاد دماغ چلت Tea_lover,1.0,,,,,,
السلام علیکم صبح بخیر پریشانی ک سب س بڑ خوبصورت حل نماز قرآن,0.0,,,,,,
خاک ہوئ مہبت دون دون ن گھر بسائ جد جد,0.0,,,,,,
جن س کو  روٹ چھین کر  ڑ جات و بھ کہ جانو تمہ مجھ س نہ چھین سکت مارخورز,0.0,,,,,,
ٹایئگر فورس ک جہانگیر ترین ٹھکان چاپ لندن حکام س خوالگ ک مطالب حسرو بختیار آٹ مل بھ چاپ عامر کیان دوائی ریٹ بھ چیک ب روزگار یوتھ ک خواب نہ پاکستان,1.0,,,,,,
لنگر خان دور دوران شخص ن عمران نیاز س کہ مول خوش آپ س پہل ہم بھ کم کر کھات,1.0,,,,,,
ب نظیر نواز شریف بہن مریم وضاحت بڑ ب غیرت تھ بھائ جو بہن ننگ تصویر جہاز س پھینکوات تھ,1.0,,,,,,
جزاک الل خیر الل خوش مقدر دع قبول فرمائ آمین,0.0,,,,,,
جنہ احساس ن ان س گ ل کیس شکو کیس,0.0,,,,,,
غرور ہمیش حسن ک نہ ہوت کبھ کبھ کردار ک بھ ہوت,0.0,,,,,,
دل دل م نیاز گات پھررہ اساں ٹ جان دن ر,1.0,,,,,,
بیو عزت نہ ووٹ کو عزت دلوان,1.0,,,,,,
جو صحاف بت فلاں سیاستدان فلاں مارشل لاء پیداوار تھ کی و بتان پسند فرمائ کون س صحاف کون س DG ISPR پیداوار ریحام خان DunyaUpdates,1.0,,,,,,
کہ آپ ن,0.0,,,,,,
شام ڈھلن تم یاد آرہ,0.0,,,,,,
سادگ وال date,0.0,,,,,,
کدو 200 روپ گ ٹینڈ 100 روپ ف ٹ مول 300 روپ میـٹر BilawaJa_Bhutto,1.0,,,,,,
نان ک کہن کراچ وال ن جان چھڑک کر عزت,1.0,,,,,,
ج جلد پنجاب ر جاۓ گ پاکستان کر لیجۓ گ,1.0,,,,,,
ہور ت شفت چیم ن جان د ا,0.0,,,,,,
جادو ہم بھ آت مگر و پہل کس ک شکار جات,0.0,,,,,,
امام مہد کو کون بتائ گ تم امام مہد مولو پین سر مولان فضل الرحمن بپ ج,1.0,,,,,,
صفدر صاحب خود خطرناک وائرس انہ کرون جیس معمول وائرس س کی ڈر بلک کرون وہاں س سو کلومیٹر س راست بدل گی گ,1.0,,,,,,
پڑوس کو سوچن س فرصت مل سوچ آخر لاہن درست پڑوسن,1.0,,,,,,
جزاک الل خیر الل خوش مقدر دع قبول فرمائ آمین,0.0,,,,,,
اب تم ن فر کو کیک نہ دین اسک سز ہےاب,0.0,,,,,,
کام بھائ وہ ناں 900 پ جاسوس کرن,1.0,,,,,,
حافظ حمدالل نےطاھراشرف کومولوی ویناملک قراردےدی اتھ,1.0,,,,,,
اپوزیشن اتحاد س فائد لعنت بھیجن نہ اجتمائ لعنت ک آپشن استعمال اپن وقت بچا,1.0,,,,,,
اک وار فیر مادر ملت پیر پھڑ نعر مستان لاو,0.0,,,,,,
ایڈ امران خان سور لکھ م ان کہاں گ معاف چ چنگ نند ا معاف چ گ,0.0,,,,,,
جلد م تھ جس جس کو ٹیگ کی تھ سب کو بلاک جعل مشیر ن پت نہ تھ نواز بنگش ن دیکھ لی,0.0,,,,,,
گند انڈ وج س بھل انڈ بھ سو روپ درجن,1.0,,,,,,
ن لیگی س بحث مت کی کیونک و جو 20 سال ب نظیر کو پیل ٹیکس اب مریم کو بینظیر,1.0,,,,,,
سرکار نوکر سند م سندھ بولن نہ نوٹ دکھان ملت,0.0,,,,,,
بھائ اسکول س بھ بھاگ جات ٹیچر سوال پوچھ گ اب سوال س بچن لئی کہاں بھاگ کرجات,0.0,,,,,,
میر کس جماعت س تعلق نہ لیکن دیکھ کر حیران رہاہ پ پ ن لیگ ترجمان بن,0.0,,,,,,
توس کون ج م میئ خ مخ,1.0,,,,,,
م ماض انتہائ ب وقوف حال سمجھدار لڑک مریم نواز بزدارکی_پرواز_بلاول_بیکار,1.0,,,,,,
ووٹ کو گول مار چور پیس واپس چورو ک دلال,1.0,,,,,,
ڈھیل حکومت ذلیل سر چڑھ پکڑ کر ذر ڈرائنگ روم سیر کروائ سافٹ وئیر اپڈیٹ گ سار وائرس نکل جائ بالکل smooth,0.0,,,,,,
کیس عجیب کنجرلوگ نان وال بات مائنڈ کرگئ حرام کمائ پ پلن وال بات ک ذر س بھ بر نہ منای,0.0,,,,,,
جو نوازشریف سیاست ختم ھو ھ و برنال لگائ ی برف ٹکور,0.0,,,,,,
امرود 50 روپ فٹ ساتھ م کیڑ فر لوران,1.0,,,,,,
پاکستان سیاست دھڑ م تقسیم دھڑ پرو عمران دوسر دھڑ اینٹ عمران جبک اپوزیشن پارٹی شناخت ختم عمران خان بہت بڑ سیاس کامیاب,1.0,,,,,,
جو آگ تم ن نواز شریف دل لگائ کیپٹن صفدر ساتھ بھاگ کر اس ک کی نان اماں,1.0,,,,,,
کوئی_مرادعلی_شاہ_سےپوچھ پت تمہ ککھ ک نہ محمد ذبیر مطابق تم نےاس کو رینجرز ک منجن بیچ حامد میر کےمطابق تمہار ج اغو ہوگیاتھ تمہارےمطابق پولیس نےکام قانون مطابق کی ج اغوانہ جب تمہ کس بات ک پت نہ پریس کانفرنس کس کھات م,0.0,,,,,,
کہ جات IG سندھ کو بوٹ وال ن  ٹھای تھ زبردست  ن س ارسٹ وارنٹ پ دستخط لی تھ,0.0,,,,,,
بہت اچھ ویس ان بنت بھ یہ کیونک ایس ٹ ایل پ اشفاق احمد ڈ ایم م منٹو بن جات ج بند پتر بن رہن ت فیر بلاک شلاک ن ہوون,0.0,,,,,,
دندیاں کڈ سرکار مگر رات محفل اچ ن آۓ ٹپ شریف ن للائ ھوجان,1.0,,,,,,
رکش مل ایس عمران خان جلس م ہزار رکش گاڑی پین فلیکس اگر اوقات ر آپک رون بنت,1.0,,,,,,
ب آگ بھت خور گل بٹ ن لگائ جو ش وباز اپن,1.0,,,,,,
او چوہ پہل آٸین م اپن شکل دیکھ تم ن بوووہت عزت ہوٸ عدالت عظم کو مفرور دہشت غدار لیڈر غلام ابن غلام باجو استعف ہن شفاف مقدم ک تقاض پہل اپن گیدڑ کو عدالت ک سامن کراٶ,0.0,,,,,,
جب چائ آت دماغ چلت جب زیاد چائ آت زیاد دماغ چلت Tea_lover,0.0,,,,,,
ٹایئگر فورس ک جہانگیر ترین ٹھکان چاپ لندن حکام س خوالگ ک مطالب حسرو بختیار آٹ مل بھ چاپ عامر کیان دوائی ریٹ بھ چیک ب روزگار یوتھ ک خواب نہ پاکستان,0.0,,,,,,
ابھ بز تھریڈ شام کو لکھ گ یوتھ فیک اکاؤنٹس ک پوسٹ مارٹم ہوگ Stay tuned,1.0,,,,,,
پاکستان برباد م انضمام الحق وسیم اکرم جاوید میانداد ک بہت بڑ حص ھ ن و اچھ کھیلت ن عذاب ہمار گل پڑت,1.0,,,,,,
ھاھاھ تس باز آجاؤ آ رشت آل سرکار د راگ آلاپ ر,1.0,,,,,,
لنگر خان دور دوران شخص ن عمران نیاز س کہ مول خوش آپ س پہل ہم بھ کم کر کھات,0.0,,,,,,
ب نظیر نواز شریف بہن مریم وضاحت بڑ ب غیرت تھ بھائ جو بہن ننگ تصویر جہاز س پھینکوات تھ,0.0,,,,,,
دل دل م نیاز گات پھررہ اساں ٹ جان دن ر,0.0,,,,,,
بیو عزت نہ ووٹ کو عزت دلوان,0.0,,,,,,
جو صحاف بت فلاں سیاستدان فلاں مارشل لاء پیداوار تھ کی و بتان پسند فرمائ کون س صحاف کون س DG ISPR پیداوار ریحام خان DunyaUpdates,0.0,,,,,,
کدو 200 روپ گ ٹینڈ 100 روپ ف ٹ مول 300 روپ میـٹر BilawaJa_Bhutto,0.0,,,,,,
م گٸ جوان بن گٸ نان سوچ بھ شیطان دسو کون,1.0,,,,,,
ووٹ کو عزت اپن باپ مفرور اشتہار نواز شریف کو واپس بلاؤ,1.0,,,,,,
اس حکومت ن اتن مہنگائ کر کیل 25 روپ انچ ہوگی جس وج س مجھ کیل لین م مشکلات پیش آ رہ بلاول زرار عرف بلو ران,1.0,,,,,,
نان ک کہن کراچ وال ن جان چھڑک کر عزت,0.0,,,,,,
ج جلد پنجاب ر جاۓ گ پاکستان کر لیجۓ گ,0.0,,,,,,
امام مہد کو کون بتائ گ تم امام مہد مولو پین سر مولان فضل الرحمن بپ ج,0.0,,,,,,
او محترم بینظیر صاحب ا سان جم ج ایند نال م ختیار ا جم جان س آہو,1.0,,,,,,
جیل م وقت گذارن وال کتاب پڑھن شروع کر نان ان بات س کس کو گھنٹ فرق نہ پڑت,1.0,,,,,,
گاؤں م پیپل نیچ شہر م میک_اپ پیچھ چڑیل چڑیل محفل_سخن,1.0,,,,,,
صفدر صاحب خود خطرناک وائرس انہ کرون جیس معمول وائرس س کی ڈر بلک کرون وہاں س سو کلومیٹر س راست بدل گی گ,0.0,,,,,,
پڑوس کو سوچن س فرصت مل سوچ آخر لاہن درست پڑوسن,0.0,,,,,,
کام بھائ وہ ناں 900 پ جاسوس کرن,0.0,,,,,,
راولپنڈ ک چن چاٹ اسلام آباد ک فروٹ چاٹ ن لیگ ک بوٹ چاٹ بڑ مشہور,1.0,,,,,,
راج صاحب آپ پٹواری لفاف کو بہترین رگڑت ٹیک لگات,1.0,,,,,,
ٹوٹ رکش جتن اوقات آپ مادر ذلت,1.0,,,,,,
حافظ حمدالل نےطاھراشرف کومولوی ویناملک قراردےدی اتھ,0.0,,,,,,
اپوزیشن اتحاد س فائد لعنت بھیجن نہ اجتمائ لعنت ک آپشن استعمال اپن وقت بچا,0.0,,,,,,
گند انڈ وج س بھل انڈ بھ سو روپ درجن,0.0,,,,,,
جو د خان سیریس ا اونج اس سیریس آں,1.0,,,,,,
او رشوت اب آن پڑ گ,1.0,,,,,,
صرف چیز یہاں مینشن کرن بہت کیپٹن صفدر کو گرفتار اس کی گی تھ و پنک ساتھ تنظیم ساز کرن پلاننگ کر رہ تھ بات اب ج ن مجھ بتائ عمران خان,1.0,,,,,,
ن لیگی س بحث مت کی کیونک و جو 20 سال ب نظیر کو پیل ٹیکس اب مریم کو بینظیر,0.0,,,,,,
توس کون ج م میئ خ مخ,0.0,,,,,,
م ماض انتہائ ب وقوف حال سمجھدار لڑک مریم نواز بزدارکی_پرواز_بلاول_بیکار,0.0,,,,,,
ہ ہ ہ ہ نان میر کراچ م بہت ڈیمانڈ میر بہت عزت,1.0,,,,,,
خد قسم ا قائد اعظم حیات ھند ن او سوچد ت لازم ا م کیہڑ قوم د مطالب کر بیٹھ واں,1.0,,,,,,
ملزم صفدر پاس س 20 گرام سلاجیت 30 مل لیٹرسانڈ ک تیل ریحام خان کتاب کام سوتر برامد ھوئ اندرون ذرائع,1.0,,,,,,
ووٹ کو گول مار چور پیس واپس چورو ک دلال,0.0,,,,,,
امرود 50 روپ فٹ ساتھ م کیڑ فر لوران,0.0,,,,,,
پاکستان سیاست دھڑ م تقسیم دھڑ پرو عمران دوسر دھڑ اینٹ عمران جبک اپوزیشن پارٹی شناخت ختم عمران خان بہت بڑ سیاس کامیاب,0.0,,,,,,
تمام ادویات غریب پہنچ س رکھ طبیعت زیاد خراب 92 ورلڈ جھلکیاں وزارت صحت حکومت ڈنک راج,1.0,,,,,,
ابھ پاٹن شروع حوصل رکھو سن دیکھت جاو کون جات کون ر پات,1.0,,,,,,
آمریت باغ و جو بلاول کہت رھ نون لیگی ک باپ ضیاءالحق اسک کی و بھ آمریت ک باغ نہ تھ,1.0,,,,,,
جو آگ تم ن نواز شریف دل لگائ کیپٹن صفدر ساتھ بھاگ کر اس ک کی نان اماں,0.0,,,,,,
دندیاں کڈ سرکار مگر رات محفل اچ ن آۓ ٹپ شریف ن للائ ھوجان,0.0,,,,,,
رکش مل ایس عمران خان جلس م ہزار رکش گاڑی پین فلیکس اگر اوقات ر آپک رون بنت,0.0,,,,,,
اگل وزیر اعظم مولان مریم بھٹو,1.0,,,,,,
ھاھاھ گلاں گول مٹول کرد او سرکار ا گلں چنگئیاں نئ,1.0,,,,,,
نہ ج خود ٹھپ لگائ دھاندل کیس,1.0,,,,,,
ب آگ بھت خور گل بٹ ن لگائ جو ش وباز اپن,0.0,,,,,,
ابھ بز تھریڈ شام کو لکھ گ یوتھ فیک اکاؤنٹس ک پوسٹ مارٹم ہوگ Stay tuned,0.0,,,,,,
پاکستان برباد م انضمام الحق وسیم اکرم جاوید میانداد ک بہت بڑ حص ھ ن و اچھ کھیلت ن عذاب ہمار گل پڑت,0.0,,,,,,
سر ج ان بن ملک چل نہ سکت ن کی,1.0,,,,,,
